# Evoluation started on 2015/01/26 22:57:06
# Generation	   Best 	   Average 	   Worst
	  0		   0.649	  -0.735	  -1.109
	  1		   0.785	   0.118	  -1.073
	  2		   0.665	   0.216	  -1.105
	  3		   0.683	   0.304	  -1.099
	  4		   0.724	   0.202	  -1.081
	  5		   0.654	   0.099	  -1.100
	  6		   0.797	   0.165	  -1.060
	  7		   0.757	   0.187	  -1.088
	  8		   0.706	   0.020	  -1.082
	  9		   0.735	   0.287	  -1.090
	 10		   0.758	   0.257	  -1.083
	 11		   0.699	   0.145	  -1.089
	 12		   0.779	   0.114	  -1.073
	 13		   0.794	   0.070	  -1.070
	 14		   0.768	   0.050	  -1.077
	 15		   0.732	   0.240	  -1.080
	 16		   0.696	   0.028	  -1.077
	 17		   0.689	   0.037	  -1.084
	 18		   0.596	   0.188	  -1.114
	 19		   0.683	   0.130	  -1.086
	 20		   0.737	   0.014	  -1.087
	 21		   0.808	   0.216	  -1.058
	 22		   0.715	   0.158	  -1.093
	 23		   0.769	   0.205	  -1.083
	 24		   0.688	   0.107	  -1.095
	 25		   0.822	   0.072	  -1.069
	 26		   0.744	   0.099	  -1.081
	 27		   0.700	   0.112	  -1.084
	 28		   0.614	   0.098	  -1.110
	 29		   0.783	   0.093	  -1.060
	 30		   0.683	  -0.061	  -1.097
	 31		   0.670	   0.092	  -1.119
	 32		   0.739	   0.073	  -1.080
	 33		   0.790	   0.178	  -1.078
	 34		   0.844	   0.100	  -1.069
	 35		   0.815	   0.122	  -1.079
	 36		   0.777	   0.110	  -1.081
	 37		   0.720	   0.130	  -1.094
	 38		   0.823	   0.056	  -1.062
	 39		   0.646	  -0.022	  -1.113
	 40		   0.729	   0.076	  -1.096
	 41		   0.828	  -0.021	  -1.082
	 42		   0.687	   0.008	  -1.116
	 43		   0.776	   0.052	  -1.081
	 44		   0.714	   0.089	  -1.089
	 45		   0.708	   0.052	  -1.080
	 46		   0.681	   0.075	  -1.089
	 47		   0.682	   0.054	  -1.087
	 48		   0.663	  -0.037	  -1.109
	 49		   0.747	  -0.045	  -1.088
	 50		   0.774	  -0.099	  -1.075
	 51		   0.742	   0.105	  -1.090
	 52		   0.702	   0.110	  -1.104
	 53		   0.776	   0.058	  -1.080
	 54		   0.799	   0.105	  -1.076
	 55		   0.689	   0.046	  -1.088
	 56		   0.762	  -0.018	  -1.086
	 57		   0.754	   0.176	  -1.074
	 58		   0.725	  -0.134	  -1.095
	 59		   0.751	  -0.075	  -1.105
	 60		   0.804	   0.030	  -1.078
	 61		   0.834	   0.055	  -1.064
	 62		   0.784	   0.094	  -1.088
	 63		   0.723	  -0.009	  -1.066
	 64		   0.727	  -0.053	  -1.102
	 65		   0.718	   0.072	  -1.090
	 66		   0.727	   0.110	  -1.088
	 67		   0.834	   0.027	  -1.074
	 68		   0.684	   0.103	  -1.088
	 69		   0.794	   0.065	  -1.068
	 70		   0.712	   0.114	  -1.093
	 71		   0.724	  -0.121	  -1.087
	 72		   0.796	   0.131	  -1.087
	 73		   0.754	   0.038	  -1.079
	 74		   0.768	   0.224	  -1.085
	 75		   0.721	   0.080	  -1.077
	 76		   0.724	  -0.002	  -1.079
	 77		   0.805	   0.012	  -1.096
	 78		   0.749	  -0.014	  -1.098
	 79		   0.741	   0.075	  -1.096
	 80		   0.681	  -0.079	  -1.094
	 81		   0.701	  -0.050	  -1.097
	 82		   0.722	   0.019	  -1.080
	 83		   0.764	   0.136	  -1.097
	 84		   0.726	   0.179	  -1.101
	 85		   0.674	   0.110	  -1.099
	 86		   0.744	   0.071	  -1.083
	 87		   0.811	  -0.019	  -1.088
	 88		   0.765	  -0.010	  -1.086
	 89		   0.692	   0.028	  -1.114
	 90		   0.803	   0.056	  -1.050
	 91		   0.663	   0.035	  -1.097
	 92		   0.729	   0.065	  -1.111
	 93		   0.697	   0.012	  -1.107
	 94		   0.696	   0.085	  -1.084
	 95		   0.823	   0.044	  -1.071
	 96		   0.714	  -0.052	  -1.077
	 97		   0.769	   0.032	  -1.085
	 98		   0.750	   0.126	  -1.093
	 99		   0.846	   0.067	  -1.072
	100		   0.715	   0.061	  -1.101
	101		   0.665	   0.066	  -1.094
	102		   0.727	   0.099	  -1.093
	103		   0.750	  -0.079	  -1.079
	104		   0.627	  -0.082	  -1.106
	105		   0.695	   0.085	  -1.110
	106		   0.773	   0.049	  -1.085
	107		   0.777	   0.174	  -1.083
	108		   0.804	   0.014	  -1.081
	109		   0.788	  -0.128	  -1.085
	110		   0.773	   0.048	  -1.097
	111		   0.689	  -0.093	  -1.097
	112		   0.761	   0.035	  -1.077
	113		   0.812	   0.089	  -1.074
	114		   0.631	  -0.050	  -1.108
	115		   0.735	   0.089	  -1.095
	116		   0.794	   0.014	  -1.074
	117		   0.832	   0.075	  -1.075
	118		   0.765	   0.043	  -1.066
	119		   0.747	   0.060	  -1.100
	120		   0.722	   0.104	  -1.114
	121		   0.758	  -0.012	  -1.084
	122		   0.645	   0.070	  -1.089
	123		   0.716	  -0.024	  -1.092
	124		   0.809	   0.093	  -1.066
	125		   0.843	   0.161	  -1.064
	126		   0.757	   0.206	  -1.084
	127		   0.786	  -0.037	  -1.062
	128		   0.774	   0.169	  -1.063
	129		   0.886	   0.161	  -1.063
	130		   0.737	   0.080	  -1.093
	131		   0.779	   0.057	  -1.080
	132		   0.776	   0.041	  -1.087
	133		   0.873	   0.085	  -1.072
	134		   0.763	  -0.042	  -1.084
	135		   0.699	  -0.018	  -1.106
	136		   0.785	  -0.010	  -1.094
	137		   0.804	   0.040	  -1.073
	138		   0.836	  -0.020	  -1.074
	139		   0.714	   0.032	  -1.090
	140		   0.800	   0.243	  -1.077
	141		   0.776	   0.056	  -1.074
	142		   0.733	   0.030	  -1.096
	143		   0.671	  -0.034	  -1.108
	144		   0.762	  -0.040	  -1.089
	145		   0.734	   0.013	  -1.108
