# Evoluation started on 2015/01/27 18:20:03
# Generation	   Best 	   Average 	   Worst
	266		   0.796	  -0.010	  -1.263
	267		   0.727	   0.038	  -1.263
	268		   0.713	  -0.021	  -1.279
	269		   0.703	  -0.061	  -1.276
	270		   0.745	   0.009	  -1.258
	271		   0.734	  -0.006	  -1.275
	272		   0.739	  -0.021	  -1.265
	273		   0.704	  -0.002	  -1.274
	274		   0.735	  -0.058	  -1.287
	275		   0.727	  -0.002	  -1.262
	276		   0.810	  -0.004	  -1.258
	277		   0.685	   0.049	  -1.280
	278		   0.697	  -0.040	  -1.306
	279		   0.748	  -0.013	  -1.268
	280		   0.776	  -0.002	  -1.237
	281		   0.712	  -0.023	  -1.255
	282		   0.754	   0.020	  -1.241
	283		   0.765	  -0.034	  -1.262
	284		   0.766	   0.025	  -1.251
	285		   0.719	  -0.064	  -1.266
	286		   0.738	  -0.082	  -1.255
	287		   0.723	  -0.008	  -1.251
	288		   0.754	   0.019	  -1.280
	289		   0.718	   0.016	  -1.269
	290		   0.743	  -0.042	  -1.288
	291		   0.768	  -0.023	  -1.257
	292		   0.722	   0.090	  -1.245
	293		   0.735	  -0.040	  -1.256
	294		   0.703	   0.016	  -1.288
	295		   0.741	   0.035	  -1.257
	296		   0.732	  -0.019	  -1.274
	297		   0.754	  -0.047	  -1.279
	298		   0.750	   0.050	  -1.258
	299		   0.770	   0.004	  -1.243
