# Evoluation started on 2015/01/26 22:57:05
# Generation	   Best 	   Average 	   Worst
	  0		   0.460	  -0.700	  -1.169
	  1		   0.550	  -0.011	  -1.166
	  2		   0.380	   0.026	  -1.186
	  3		   0.547	   0.211	  -1.156
	  4		   0.474	   0.042	  -1.157
	  5		   0.378	  -0.017	  -1.184
	  6		   0.564	   0.069	  -1.145
	  7		   0.536	   0.067	  -1.154
	  8		   0.391	  -0.057	  -1.186
	  9		   0.421	   0.091	  -1.177
	 10		   0.479	   0.095	  -1.170
	 11		   0.442	   0.046	  -1.169
	 12		   0.535	   0.033	  -1.167
	 13		   0.506	   0.010	  -1.154
	 14		   0.514	  -0.022	  -1.153
	 15		   0.487	   0.142	  -0.822
	 16		   0.634	  -0.004	  -1.140
	 17		   0.463	  -0.019	  -1.169
	 18		   0.358	   0.040	  -1.191
	 19		   0.520	   0.059	  -1.147
	 20		   0.509	  -0.017	  -1.181
	 21		   0.622	   0.115	  -1.139
	 22		   0.509	   0.049	  -1.181
	 23		   0.603	   0.079	  -1.160
	 24		   0.537	   0.082	  -1.163
	 25		   0.644	   0.016	  -1.149
	 26		   0.597	   0.084	  -1.149
	 27		   0.521	   0.020	  -1.161
	 28		   0.446	   0.038	  -1.184
	 29		   0.526	   0.041	  -1.151
	 30		   0.652	  -0.023	  -1.168
	 31		   0.527	   0.058	  -1.207
	 32		   0.485	   0.014	  -1.170
	 33		   0.581	   0.088	  -0.673
	 34		   0.690	   0.056	  -1.167
	 35		   0.707	   0.072	  -1.173
	 36		   0.637	   0.063	  -1.168
	 37		   0.641	   0.088	  -1.171
	 38		   0.671	   0.069	  -1.145
	 39		   0.490	  -0.003	  -1.199
	 40		   0.636	   0.031	  -1.171
	 41		   0.602	  -0.044	  -1.169
	 42		   0.577	  -0.026	  -1.189
	 43		   0.640	   0.045	  -1.148
	 44		   0.621	  -0.002	  -1.163
	 45		   0.536	  -0.026	  -1.165
	 46		   0.610	   0.031	  -1.162
	 47		   0.523	   0.027	  -1.161
	 48		   0.432	  -0.062	  -1.199
	 49		   0.702	  -0.056	  -1.178
	 50		   0.610	  -0.106	  -1.167
	 51		   0.610	   0.055	  -1.154
	 52		   0.556	   0.050	  -1.162
	 53		   0.507	   0.020	  -1.189
	 54		   0.693	   0.052	  -1.145
	 55		   0.536	   0.005	  -1.167
	 56		   0.587	  -0.031	  -1.171
	 57		   0.551	   0.102	  -1.151
	 58		   0.565	  -0.108	  -1.183
	 59		   0.569	  -0.031	  -1.176
	 60		   0.659	   0.016	  -1.167
	 61		   0.700	   0.114	  -1.131
	 62		   0.637	   0.026	  -1.165
	 63		   0.547	  -0.017	  -1.178
	 64		   0.602	  -0.065	  -1.194
	 65		   0.675	   0.062	  -1.151
	 66		   0.594	   0.130	  -1.177
	 67		   0.713	   0.006	  -1.190
	 68		   0.517	  -0.009	  -1.185
	 69		   0.703	   0.002	  -1.166
